Location,Bedrooms,Bathrooms,Amenities,Price
"kitisuru, 01, Kitisuru, Westlands",6,6,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 500,000
 / mont"
Lavington,5,4,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 250,000
 / mont"
Kileleshwa,3,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Wheelchair Access']"," 110,000
 / mont"
"Runda, Westlands",4,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 420,000
 / mont"
"Lower Kabete, Westlands",5,7,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 650,000
 / mont"
Kileleshwa,1,1,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']"," 55,000
 / mont"
Kilimani,1,1,"['Aircon', 'Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 90,000
 / mont"
Lavington,2,,"['Balcony', 'Bus Stop', 'Electric Fence', 'Gated Community', 'Hospital', 'School', 'Shopping Centre']"," 60,000
 / mont"
"Kitisuru, Westlands",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'En Suite', 'Fibre Internet', 'Garden', 'Parking']"," 375,000
 / mont"
"Off Gitanga Road, Lavington",2,2,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Kids Play Area', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 85,000
 / mont"
"4th Ngong, Upper Hill",,,"['Backup Generator', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']"," 146,160
 / mont"
"Brookside, Westlands",3,4,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool']"," 350,000
 / mont"
Lavington,4,4,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 200,000
 / mont"
Lavington,4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'En Suite', 'Fibre Internet', 'Garden', 'Parking']"," 380,000
 / mont"
Lavington,4,4,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 360,000
 / mont"
Lavington,3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 280,000
 / mont"
Kileleshwa,3,4,[]," 130,000
 / mont"
"Kyuna, Westlands",1,1,"['En Suite', 'Garden', 'Parking']"," 119,000
 / mont"
Lavington,3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 230,000
 / mont"
"Westlands Area, Westlands",4,5,"['Backup Generator', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Parking', 'Service Charge Included', 'Staff Quarters']"," 350,000
 / mont"
"KILIMANI, Kilimani",4,5,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 200,000
 / mont"
"Gigiri, Westlands",4,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Furnished', 'Garden', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 580,000
 / mont"
Kileleshwa,3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 320,000
 / mont"
Lavington,2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 250,000
 / mont"
"Runda, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 160,000
 / mont"
Kilimani,3,3,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 300,000
 / mont"
Lavington,2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 250,000
 / mont"
"Ineza, Runda, Westlands",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 230,000
 / mont"
"Rosslyn, Westlands",2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 250,000
 / mont"
"Westlands Area, Westlands",2,2,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 220,000
 / mont"
"Rosslyn, Westlands",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters']"," 400,000
 / mont"
"Westlands Area, Westlands",3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 300,000
 / mont"
Mombasa Road,,,[],Price not communicated
"westlands, Westlands Area, Westlands",2,3,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 250,000
 / mont"
"westlands, Westlands Area, Westlands",3,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 200,000
 / mont"
"westlands, Westlands Area, Westlands",2,3,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Wheelchair Access']"," 180,000
 / mont"
"Argwings Kodhek Road, Hurlingham",2,2,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Wheelchair Access']"," 76,000
 / mont"
"westlands, Westlands Area, Westlands",2,3,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Swimming Pool', 'Wheelchair Access']"," 250,000
 / mont"
"Kitisuru, Westlands",6,6,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 450,000
 / mont"
Kiambu Road,4,3,"['Garden', 'Gated Community', 'Service Charge Included', 'Staff Quarters']"," 100,000
 / mont"
"Kitisuru, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 230,000
 / mont"
"Riverside, Westlands",3,4,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"Riverside, Westlands",2,2,"['Backup Generator', 'Service Charge Included']"," 120,000
 / mont"
Upper Hill,3,3,"['Balcony', 'En Suite', 'Garden', 'Parking']"," 200,000
 / mont"
Upper Hill,3,3,"['Balcony', 'En Suite', 'Parking']"," 200,000
 / mont"
Lavington,2,2,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 180,000
 / mont"
"Runda, Westlands",4,5,"['Alarm', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Serviced', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 400,000
 / mont"
"Riverside Drive, Riverside, Westlands",2,2,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 200,000
 / mont"
"Runda, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 400,000
 / mont"
"Gigiri, Westlands",4,4,"['Alarm', 'BBQ', 'Balcony', 'En Suite', 'Fibre Internet', 'Garden', 'Kids Play Area', 'Parking', 'Serviced', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 550,000
 / mont"
"Westlands, Westlands Area",3,3,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Walk In Closet', 'Wheelchair Access']"," 160,000
 / mont"
Kiambu Road,4,5,"['Alarm', 'BBQ', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 420,000
 / mont"
Kilimani,,,"['Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'Fibre Internet', 'Garden', 'Kids Play Area', 'Parking', 'Service Charge Included']"," 110,000
 / mont"
Upper Hill,2,2,"['Balcony', 'En Suite', 'Furnished', 'Parking']"," 200,000
 / mont"
Karen,4,4,"['Balcony', 'En Suite', 'Garden', 'Parking']"," 280,000
 / mont"
Lavington,2,2,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 200,000
 / mont"
"Kileleshwa Road, 67, Kileleshwa",4,4,"['Aircon', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 150,000
 / mont"
Kiambu Road,6,6,"['Balcony', 'En Suite', 'Garden', 'Parking']"," 180,000
 / mont"
"Kiambu road, 01, Kiambu Road",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gated Community', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Walk In Closet']"," 45,000
 / mont"
"kitisuru, 01, Kitisuru, Westlands",6,6,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Walk In Closet']"," 500,000
 / mont"
"Argwings Kodhek road, Lavington",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Serviced', 'Walk In Closet', 'Wheelchair Access']"," 100,000
 / mont"
"Argwings Kodhek road, Lavington",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Serviced', 'Staff Quarters', 'Walk In Closet', 'Wheelchair Access']"," 80,000
 / mont"
"Argwings Kodhek road, Lavington",1,1,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Serviced', 'Walk In Closet', 'Wheelchair Access']"," 65,000
 / mont"
"Kitisuru, Westlands",6,6,"['Backup Generator', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gym', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 1,000,000
 / mont"
"Lavington Green, Maziwa, Lavington",3,2,"['Alarm', 'Balcony', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Walk In Closet']"," 250,000
 / mont"
"Riverside, Westlands",2,2,"['BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included']"," 120,000
 / mont"
Kilimani,3,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool', 'Wheelchair Access']"," 160,000
 / mont"
Kilimani,1,1,"['Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'Furnished', 'Garden', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Swimming Pool']"," 130,000
 / mont"
Kileleshwa,,1,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'Furnished', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Swimming Pool']"," 110,000
 / mont"
"Westlands Area, Westlands",4,4,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 440,000
 / mont"
"Westlands Area, Westlands",4,4,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 460,000
 / mont"
Lavington,2,2,"['BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet']"," 80,000
 / mont"
"Spring Valley, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Borehole', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Parking']"," 260,000
 / mont"
"Spring Valley, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters']"," 380,000
 / mont"
Lavington,1,1,"['Aircon', 'Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Staff Quarters', 'Swimming Pool', 'Wheelchair Access']"," 55,000
 / mont"
"Spring Valley, Westlands",3,3,"['Alarm', 'Backup Generator', 'Balcony', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Lift/Elevator', 'Parking', 'Swimming Pool']"," 370,000
 / mont"
"Spring Valley, Westlands",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters']"," 260,000
 / mont"
"Spring Valley, Westlands",3,3,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters']"," 320,000
 / mont"
"Spring Valley, Westlands",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'En Suite', 'Fibre Internet', 'Garden', 'Parking', 'Staff Quarters']"," 330,000
 / mont"
"Spring Valley, Westlands",4,4,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Parking', 'Staff Quarters']"," 350,000
 / mont"
"Gitanga road, Kileleshwa",5,5,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 250,000
 / mont"
Kilimani,4,3,"['Balcony', 'Borehole', 'Garden', 'Gated Community', 'Parking', 'Service Charge Included', 'Staff Quarters']"," 220,000
 / mont"
Karen,7,7,"['BBQ', 'Balcony', 'Garden', 'Gated Community', 'Golf Course', 'Hospital', 'Parking', 'Scenic View', 'School', 'Shopping Centre', 'Staff Quarters', 'Swimming Pool']"," 270,000
 / mont"
"Kiambu road, Kiambu Road",4,3,"['BBQ', 'Garden', 'Gated Community', 'Parking', 'Service Charge Included', 'Staff Quarters']"," 100,000
 / mont"
"Garden Estate, Roysambu",5,5,"['BBQ', 'Borehole', 'Garden', 'Gated Community', 'Parking', 'Service Charge Included']"," 165,000
 / mont"
"Westlands Area, Westlands",2,,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Gym', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Swimming Pool']"," 150,000
 / mont"
"Runda, Westlands",5,,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Parking', 'Service Charge Included', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 450,000
 / mont"
"Rhapta Road, Westlands",3,4,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 350,000
 / mont"
"Runda Nairobi, Runda, Westlands",5,5,"['BBQ', 'Balcony', 'Electric Fence', 'Garden', 'Kids Play Area', 'Parking', 'Staff Quarters']"," 350,000
 / mont"
"Nyari central Nairobi, Nyari, Westlands",6,7,"['BBQ', 'Backup Generator', 'Balcony', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Garden', 'Gated Community', 'Kids Play Area', 'Parking', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet']"," 5,000
 / mont"
"Karen Triangle, Karen",,,[]," 150,000
 / mont"
"Brookside drive, Westlands Area, Westlands",3,3,"['Alarm', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'En Suite', 'Fibre Internet', 'Furnished', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Service Charge Included', 'Serviced', 'Staff Quarters', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 320,000
 / mont"
"Brookside drive, Westlands Area, Westlands",2,2,"['Alarm', 'BBQ', 'Backup Generator', 'Balcony', 'Borehole', 'CCTV', 'Electric Fence', 'En Suite', 'Fibre Internet', 'Furnished', 'Garden', 'Gated Community', 'Gym', 'Kids Play Area', 'Lift/Elevator', 'Parking', 'Pet Friendly', 'Service Charge Included', 'Serviced', 'Swimming Pool', 'Walk In Closet', 'Wheelchair Access']"," 320,000
 / mont"
